Configuration Report for Ex_OntEthSvc generated on Wed Sep 12 11:10:28 CDT 2018
 REGION , NETWORK , DESCR , TAG-ACTION , BW-PROF , OUT-TAG , IN-TAG , MCAST-PROF , ID , PON-COS , US-CIR-OVERRIDE , US-PIR-OVERRIDE , DS-PIR-OVERRIDE , DS-CIR-OVERRIDE , HOT-SWAP , ONT , IGMP-SNOOP , DHCP-SNOOP , MAC-FORCE-FORW , IP-SRC-VERIFY , MULTICAST-FILTERING ,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),104, , ,GE-1-1, , , , , , ,994819,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),57(@HSI-R-Turbo-AE),637, , ,GE-1-1, , , , , , ,779895,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),1006, , ,GE-1-1, , , , , , ,594335,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),44(@HSI-B-Pro-AE),449, , ,GE-2-1, , , , , , ,379068,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),57(@HSI-R-Turbo-AE),608, , ,GE-1-1, , , , , , ,354483,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),1121, , ,GE-1-1, , , , , , ,CXNK0008E693,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),516, , ,GE-1-1, , , , , , ,388521,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1032, , ,GE-1-1, , , , , , ,CXNK0007929A,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),905, , ,GE-1-1, , , , , , ,CXNK000793C9,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),55(@HSI-R-Pro-AE),102, , ,GE-1-1, , , , , , ,CXNK00078DDA,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),207, , ,GE-1-1, , , , , , ,639843,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),1619, , ,GE-1-1, , , , , , ,530877,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),645, , ,GE-1-1, , , , , , ,315533,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),57(@HSI-R-Turbo-AE),1703, , ,GE-1-1, , , , , , ,CXNK0008DD41,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),248, , ,GE-1-1, , , , , , ,348622,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1909, , ,GE-1-1, , , , , , ,533106,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),53(@HSI-LITE-AE),233, , ,GE-1-1, , , , , , ,995440,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1822, , ,GE-1-1, , , , , , ,CXNK0007969B,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1824, , ,GE-1-1, , , , , , ,308832,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),633, , ,GE-1-1, , , , , , ,668657,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),430, , ,GE-1-1, , , , , , ,328908,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),22(@AE 1GIG),1123, , ,GE-1-1, , , , , , ,CXNK000F0737,N,N,N,N,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),1612, , ,GE-1-1, , , , , , ,959163,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2207, , ,GE-1-1, , , , , , ,CXNK000F1B8A,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),638, , ,GE-1-1, , , , , , ,590005,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),207, , ,GE-1-1, , , , , , ,890140,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),57(@HSI-R-Turbo-AE),810, , ,GE-1-1, , , , , , ,763252,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),37(@HSI-R-Extreme-AE),717, , ,GE-1-1, , , , , , ,212559,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),342, , ,GE-1-1, , , , , , ,CXNK0007923E,N,Y,Y,Y,Y,
Equality, , ,28(@OFFICE),22(@AE 1GIG), , , ,GE-1-1, , , , , , ,CXNK00092D21,N,N,N,N,Y,
Equality, , ,30(@GUEST1),22(@AE 1GIG), , , ,GE-1-2, , , , , , ,CXNK00092D21,N,N,N,N,Y,
Equality, , ,32(@POE),22(@AE 1GIG), , , ,GE-1-3, , , , , , ,CXNK00092D21,N,N,N,N,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),346, , ,GE-1-1, , , , , , ,832474,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1524, , ,GE-1-1, , , , , , ,CXNK0008DD12,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1823, , ,GE-1-1, , , , , , ,613697,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),37(@HSI-R-Extreme-AE),105, , ,GE-1-1, , , , , , ,892038,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),37(@HSI-R-Extreme-AE),415, , ,GE-1-1, , , , , , ,941663,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1205, , ,GE-1-1, , , , , , ,223750,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),57(@HSI-R-Turbo-AE),1016, , ,GE-1-1, , , , , , ,CXNK0008E418,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),941, , ,GE-1-1, , , , , , ,394340,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),8(@AE Data 2/20),143, , ,GE-2-2, , , , , , ,CXNK0006A23D,N,Y,N,N,Y,
Elizabethtown, , ,3(@AE Data),8(@AE Data 2/20),143, , ,GE-1-1, , , , , , ,CXNK0006A23D,N,Y,N,N,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),519, , ,GE-1-1, , , , , , ,929658,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),730, , ,GE-1-1, , , , , , ,659058,N,Y,N,N,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),1320, , ,GE-1-1, , , , , , ,883617,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),806, , ,GE-1-1, , , , , , ,194171,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),617, , ,GE-1-1, , , , , , ,CXNK0008E878,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1819, , ,GE-1-1, , , , , , ,CXNK000798D2,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),37(@HSI-R-Extreme-AE),1308, , ,GE-1-1, , , , , , ,764476,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2621, , ,GE-1-1, , , , , , ,396277,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),53(@HSI-LITE-AE),338, , ,GE-1-1, , , , , , ,761547,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),209, , ,GE-1-1, , , , , , ,CXNK0007965F,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1405, , ,GE-1-1, , , , , , ,795326,N,Y,Y,Y,Y,
Leamington, , ,3(@AE Data),55(@HSI-R-Pro-AE),114, , ,GE-1-1, , , , , , ,402313,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),411, , ,GE-1-1, , , , , , ,597073,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),57(@HSI-R-Turbo-AE),812, , ,GE-1-1, , , , , , ,CXNK0008E456,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),55(@HSI-R-Pro-AE),236, , ,GE-1-1, , , , , , ,595319,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1424, , ,GE-1-1, , , , , , ,921936,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2314, , ,GE-1-1, , , , , , ,CXNK000F1942,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1017, , ,GE-1-1, , , , , , ,CXNK0008E460,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),416, , ,GE-1-1, , , , , , ,195770,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),423, , ,GE-1-1, , , , , , ,970658,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),37(@HSI-R-Extreme-AE),1404, , ,GE-1-1, , , , , , ,814663,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),639, , ,GE-1-1, , , , , , ,CXNK00079496,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),824, , ,GE-1-1, , , , , , ,799856,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),2102, , ,GE-1-1, , , , , , ,300512,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),723, , ,GE-1-1, , , , , , ,CXNK0007915A,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),57(@HSI-R-Turbo-AE),211, , ,GE-1-1, , , , , , ,118871,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1214, , ,GE-1-1, , , , , , ,141416,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),2113, , ,GE-1-1, , , , , , ,525553,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),57(@HSI-R-Turbo-AE),2112, , ,GE-1-1, , , , , , ,505556,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),44(@HSI-B-Pro-AE),346, , ,GE-1-1, , , , , , ,705066,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),2114, , ,GE-1-1, , , , , , ,277243,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),330, , ,GE-1-1, , , , , , ,446376,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),114, , ,GE-1-1, , , , , , ,422671,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),57(@HSI-R-Turbo-AE),317, , ,GE-1-1, , , , , , ,471551,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),53(@HSI-LITE-AE),117, , ,GE-1-1, , , , , , ,CXNK0007943C,N,Y,Y,Y,Y,
Hicks, , ,23(@TLS),28(@AE TLS 5/1),1555, , ,GE-1-1, , , , , , ,CXNK00245F2F,N,N,N,N,N,
Cave In Rock, , ,3(@AE Data),44(@HSI-B-Pro-AE),4000, , ,GE-1-1, , , , , , ,CXNK00092BAC,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),44(@HSI-B-Pro-AE),349, , ,GE-1-1, , , , , , ,284447,N,N,N,N,Y,
Hicks, , ,3(@AE Data),44(@HSI-B-Pro-AE),1819, , ,GE-1-1, , , , , , ,335188,N,Y,Y,Y,Y,
Hicks, , ,23(@TLS),36(@AE TLS 100/100),1555, , ,GE-2-1, , , , , , ,351977,N,N,N,N,N,
Cave In Rock, , ,3(@AE Data),53(@HSI-LITE-AE),237, , ,GE-1-1, , , , , , ,CXNK0007820B,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),42(@HSI-B-Extreme-AE),123, , ,GE-1-1, , , , , , ,965587,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),46(@HSI-B-Turbo-AE),334, , ,GE-1-1, , , , , , ,CXNK000790CD,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),316, , ,GE-1-1, , , , , , ,CXNK0008E6C9,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),46(@HSI-B-Turbo-AE),334, , ,GE-1-1, , , , , , ,114567,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),57(@HSI-R-Turbo-AE),2116, , ,GE-1-1, , , , , , ,441210,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),44(@HSI-B-Pro-AE),1905, , ,GE-1-1, , , , , , ,731774,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),55(@HSI-R-Pro-AE),125, , ,GE-1-1, , , , , , ,CXNK00078D34,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),44(@HSI-B-Pro-AE),2302, , ,GE-1-1, , , , , , ,CXNK000796BD,N,N,Y,N,Y,
Rosiclare, , ,3(@AE Data),44(@HSI-B-Pro-AE),1620, , ,GE-1-1, , , , , , ,CXNK000F9E73,N,N,Y,N,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),1212, , ,GE-1-1, , , , , , ,CXNK00079870,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),2117, , ,GE-1-1, , , , , , ,294203,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),37(@HSI-R-Extreme-AE),2118, , ,GE-1-1, , , , , , ,876834,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),57(@HSI-R-Turbo-AE),1023, , ,GE-1-1, , , , , , ,CXNK0008E428,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),44(@HSI-B-Pro-AE),1605, , ,GE-1-1, , , , , , ,205469,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),44(@HSI-B-Pro-AE),452, , ,GE-1-1, , , , , , ,442991,N,Y,N,N,Y,
Rosiclare, , ,3(@AE Data),44(@HSI-B-Pro-AE),1423, , ,GE-1-1, , , , , , ,CXNK0008DE80,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),44(@HSI-B-Pro-AE),125, , ,GE-1-1, , , , , , ,CXNK000777FC,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),44(@HSI-B-Pro-AE),429, , ,GE-1-1, , , , , , ,CXNK0007953C,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),44(@HSI-B-Pro-AE),202, , ,GE-1-1, , , , , , ,CXNK00079469,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),44(@HSI-B-Pro-AE),509, , ,GE-1-1, , , , , , ,CXNK0008DD7D,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),44(@HSI-B-Pro-AE),527, , ,GE-1-1, , , , , , ,CXNK00079255,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),44(@HSI-B-Pro-AE),703, , ,GE-1-1, , , , , , ,750374,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),2120, , ,GE-1-1, , , , , , ,184703,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),57(@HSI-R-Turbo-AE),2121, , ,GE-1-1, , , , , , ,940387,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),44(@HSI-B-Pro-AE),422, , ,GE-1-1, , , , , , ,CXNK00074488,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),2122, , ,GE-1-1, , , , , , ,133728,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),2123, , ,GE-1-1, , , , , , ,442316,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),148, , ,GE-1-1, , , , , , ,386453,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),57(@HSI-R-Turbo-AE),525, , ,GE-1-1, , , , , , ,455320,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),53(@HSI-LITE-AE),228, , ,GE-1-1, , , , , , ,651919,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),1502, , ,GE-1-1, , , , , , ,376182,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),57(@HSI-R-Turbo-AE),811, , ,GE-1-1, , , , , , ,378933,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),810, , ,GE-1-1, , , , , , ,424376,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),55(@HSI-R-Pro-AE),411, , ,GE-1-1, , , , , , ,437742,N,Y,Y,Y,Y,
Leamington, , ,3(@AE Data),57(@HSI-R-Turbo-AE),139, , ,GE-1-1, , , , , , ,263245,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1920, , ,GE-1-1, , , , , , ,CXNK00079606,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),57(@HSI-R-Turbo-AE),202, , ,GE-1-1, , , , , , ,CXNK0008E436,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),218, , ,GE-1-1, , , , , , ,157884,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),57(@HSI-R-Turbo-AE),1204, , ,GE-1-1, , , , , , ,CXNK0008DDB5,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),53(@HSI-LITE-AE),232, , ,GE-1-1, , , , , , ,624279,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),2128, , ,GE-1-1, , , , , , ,158538,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),417, , ,GE-1-1, , , , , , ,660819,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),44(@HSI-B-Pro-AE),505, , ,GE-1-1, , , , , , ,123111,N,N,N,N,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),902, , ,GE-1-1, , , , , , ,922184,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),46(@HSI-B-Turbo-AE),2125, , ,GE-1-1, , , , , , ,872522,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),119, , ,GE-1-1, , , , , , ,669022,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),906, , ,GE-1-1, , , , , , ,CXNK0008E6BA,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),37(@HSI-R-Extreme-AE),1811, , ,GE-1-1, , , , , , ,CXNK000F17FE,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),44(@HSI-B-Pro-AE),236, , ,GE-3-1, , , , , , ,CXNK00067F7D,N,N,N,N,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),2015, , ,GE-1-1, , , , , , ,CXNK000F1EF2,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),641, , ,GE-1-1, , , , , , ,646355,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),224, , ,GE-1-1, , , , , , ,862583,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),604, , ,GE-1-1, , , , , , ,197167,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1022, , ,GE-1-1, , , , , , ,CXNK0008DE7B,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),131, , ,GE-1-1, , , , , , ,CXNK000791D6,N,Y,Y,Y,Y,
Rosiclare, , ,23(@TLS),11(@AE Data 50/50),1002, , ,GE-2-2, , , , , , ,CXNK00067F7D,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),57(@HSI-R-Turbo-AE),339, , ,GE-1-1, , , , , , ,773261,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),640, , ,GE-1-1, , , , , , ,959479,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),1117, , ,GE-1-1, , , , , , ,154657,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),111, , ,GE-1-1, , , , , , ,747303,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),119, , ,GE-1-1, , , , , , ,CXNK00079222,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),426, , ,GE-1-1, , , , , , ,288301,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),42(@HSI-B-Extreme-AE),1607, , ,GE-1-1, , , , , , ,347399,N,N,N,N,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),315, , ,GE-1-1, , , , , , ,357496,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),57(@HSI-R-Turbo-AE),319, , ,GE-1-1, , , , , , ,346328,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),835, , ,GE-1-1, , , , , , ,592395,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),57(@HSI-R-Turbo-AE),137, , ,GE-1-1, , , , , , ,138352,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),346, , ,GE-1-1, , , , , , ,700576,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),1424, , ,GE-1-1, , , , , , ,CXNK0007988B,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),2140, , ,GE-1-1, , , , , , ,114888,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),55(@HSI-R-Pro-AE),113, , ,GE-1-1, , , , , , ,899186,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),747, , ,GE-1-1, , , , , , ,CXNK000791E0,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),241, , ,GE-1-1, , , , , , ,501445,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),57(@HSI-R-Turbo-AE),201, , ,GE-1-1, , , , , , ,CXNK0008D69E,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),230, , ,GE-1-1, , , , , , ,380293,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),2144, , ,GE-1-1, , , , , , ,127202,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),823, , ,GE-1-1, , , , , , ,CXNK0008E7F3,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),55(@HSI-R-Pro-AE),227, , ,GE-1-1, , , , , , ,454527,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),55(@HSI-R-Pro-AE),530, , ,GE-1-1, , , , , , ,718411,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),439, , ,GE-1-1, , , , , , ,746190,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),1503, , ,GE-1-1, , , , , , ,816973,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),57(@HSI-R-Turbo-AE),421, , ,GE-1-1, , , , , , ,CXNK0008E849,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),57(@HSI-R-Turbo-AE),546, , ,GE-1-1, , , , , , ,CXNK000792B0,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1705, , ,GE-1-1, , , , , , ,314967,N,Y,Y,Y,Y,
Rosiclare, , ,23(@TLS),17(@AE TLS 20/20),3998, , ,GE-4-4, , , , , , ,CXNK000957D0,N,N,N,N,N,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2018, , ,GE-1-1, , , , , , ,695455,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),821, , ,GE-1-1, , , , , , ,942662,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),37(@HSI-R-Extreme-AE),1121, , ,GE-1-1, , , , , , ,CXNK000F195A,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),320, , ,GE-1-1, , , , , , ,589636,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),37(@HSI-R-Extreme-AE),2126, , ,GE-1-1, , , , , , ,839264,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),1609, , ,GE-1-1, , , , , , ,CXNK00079880,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),57(@HSI-R-Turbo-AE),302, , ,GE-1-1, , , , , , ,831681,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),520, , ,GE-1-1, , , , , , ,CXNK0008E6AA,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),57(@HSI-R-Turbo-AE),446, , ,GE-1-1, , , , , , ,CXNK00079B6A,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),808, , ,GE-1-1, , , , , , ,969995,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),57(@HSI-R-Turbo-AE),230, , ,GE-1-1, , , , , , ,994703,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),230, , ,GE-1-1, , , , , , ,904350,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),57(@HSI-R-Turbo-AE),1220, , ,GE-1-1, , , , , , ,CXNK0008DDCD,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),621, , ,GE-1-1, , , , , , ,CXNK0008E47B,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),57(@HSI-R-Turbo-AE),434, , ,GE-1-1, , , , , , ,CXNK0008DD15,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),2511, , ,GE-1-1, , , , , , ,823993,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1819, , ,GE-1-1, , , , , , ,344573,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),37(@HSI-R-Extreme-AE),309, , ,GE-1-1, , , , , , ,356456,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),910, , ,GE-1-1, , , , , , ,745333,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),121, , ,GE-1-1, , , , , , ,567970,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),735, , ,GE-1-1, , , , , , ,CXNK0007932C,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),57(@HSI-R-Turbo-AE),527, , ,GE-1-1, , , , , , ,859783,N,Y,Y,Y,Y,
